Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Returned;Person_Region
8403;CA-2017-102736;9/5/2021;9/9/2021;Standard Class;LP-17095;Liz Preis;Consumer;United States;Knoxville;Tennessee;37918;South;TEC-AC-10004568;Technology;Accessories;Maxell LTO Ultrium - 800 GB;89,568;4;0,2;-1,1196;;Cassandra Brandow
8404;CA-2017-102736;9/5/2021;9/9/2021;Standard Class;LP-17095;Liz Preis;Consumer;United States;Knoxville;Tennessee;37918;South;OFF-AR-10001897;Office Supplies;Art;Model L Table or Wall-Mount Pencil Sharpener;71,96;5;0,2;7,196;;Cassandra Brandow
8405;CA-2017-102736;9/5/2021;9/9/2021;Standard Class;LP-17095;Liz Preis;Consumer;United States;Knoxville;Tennessee;37918;South;OFF-PA-10001800;Office Supplies;Paper;Xerox 220;15,552;3;0,2;5,4432;;Cassandra Brandow
8406;US-2017-129441;9/7/2021;9/11/2021;Standard Class;JC-15340;Jasper Cacioppo;Consumer;United States;Los Angeles;California;90032;West;FUR-FU-10000448;Furniture;Furnishings;Tenex Chairmats For Use With Carpeted Floors;47,94;3;0;2,397;;Anna Andreadi
8407;CA-2017-124401;9/7/2021;9/12/2021;Standard Class;RD-19900;Ruben Dartt;Consumer;United States;Portland;Oregon;97206;West;OFF-ST-10000649;Office Supplies;Storage;Hanging Personal Folder File;37,68;3;0,2;2,355;Yes;Anna Andreadi
8408;CA-2017-124401;9/7/2021;9/12/2021;Standard Class;RD-19900;Ruben Dartt;Consumer;United States;Portland;Oregon;97206;West;TEC-AC-10002926;Technology;Accessories;Logitech Wireless Marathon Mouse M705;279,944;7;0,2;80,4839;Yes;Anna Andreadi
8409;CA-2017-148929;9/7/2021;9/11/2021;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;New York City;New York;10011;East;OFF-ST-10003282;Office Supplies;Storage;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;478,08;8;0;133,8624;;Chuck Magee
8410;CA-2017-100335;9/7/2021;9/13/2021;Standard Class;NF-18595;Nicole Fjeld;Home Office;United States;Chicago;Illinois;60610;Central;OFF-PA-10001685;Office Supplies;Paper;Easy-staple paper;73,008;9;0,2;26,4654;;Kelly Williams
8411;CA-2017-103877;9/7/2021;9/14/2021;Standard Class;RD-19660;Robert Dilbeck;Home Office;United States;Independence;Missouri;64055;Central;OFF-BI-10003650;Office Supplies;Binders;GBC DocuBind 300 Electric Binding Machine;1577,94;3;0;757,4112;;Kelly Williams
8412;CA-2017-163692;9/7/2021;9/9/2021;First Class;Dp-13240;Dean percer;Home Office;United States;Phoenix;Arizona;85023;West;OFF-BI-10003291;Office Supplies;Binders;Wilson Jones Leather-Like Binders with DublLock Round Rings;7,857;3;0,7;-6,0237;;Anna Andreadi
8413;CA-2017-100160;9/7/2021;9/11/2021;Standard Class;CB-12025;Cassandra Brandow;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-LA-10002475;Office Supplies;Labels;Avery 519;29,24;5;0,2;9,8685;;Chuck Magee
8414;CA-2017-100160;9/7/2021;9/11/2021;Standard Class;CB-12025;Cassandra Brandow;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-PA-10003072;Office Supplies;Paper;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";15,552;3;0,2;5,4432;;Chuck Magee
8415;CA-2017-100160;9/7/2021;9/11/2021;Standard Class;CB-12025;Cassandra Brandow;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-EN-10001509;Office Supplies;Envelopes;Poly String Tie Envelopes;4,896;3;0,2;1,6524;;Chuck Magee
8416;US-2017-104094;9/7/2021;9/11/2021;Standard Class;AG-10675;Anna Gayman;Consumer;United States;Milwaukee;Wisconsin;53209;Central;TEC-AC-10002134;Technology;Accessories;Rosewill 107 Normal Keys USB Wired Standard Keyboard;13,48;1;0;1,8872;;Kelly Williams
8417;CA-2017-151008;9/7/2021;9/8/2021;First Class;JM-16195;Justin MacKendrick;Consumer;United States;Draper;Utah;84020;West;FUR-FU-10002396;Furniture;Furnishings;DAX Copper Panel Document Frame, 5 x 7 Size;25,16;2;0;10,5672;;Anna Andreadi
8418;CA-2017-151008;9/7/2021;9/8/2021;First Class;JM-16195;Justin MacKendrick;Consumer;United States;Draper;Utah;84020;West;TEC-PH-10002807;Technology;Phones;Motorla HX550 Universal Bluetooth Headset;126,56;4;0,2;47,46;;Anna Andreadi
8419;CA-2017-107244;9/7/2021;9/11/2021;Standard Class;AG-10390;Allen Goldenen;Consumer;United States;Los Angeles;California;90004;West;FUR-FU-10002597;Furniture;Furnishings;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;19,76;4;0;8,2992;;Anna Andreadi
8420;CA-2017-128783;9/7/2021;9/7/2021;Same Day;TG-21640;Trudy Glocke;Consumer;United States;Saint Charles;Missouri;63301;Central;TEC-AC-10002473;Technology;Accessories;Maxell 4.7GB DVD-R;113,52;4;0;46,5432;;Kelly Williams
8421;CA-2017-128783;9/7/2021;9/7/2021;Same Day;TG-21640;Trudy Glocke;Consumer;United States;Saint Charles;Missouri;63301;Central;FUR-FU-10003623;Furniture;Furnishings;DataProducts Ampli Magnifier Task Lamp, Black,;135,3;5;0;37,884;;Kelly Williams
8422;US-2017-150070;9/7/2021;9/12/2021;Standard Class;JA-15970;Joseph Airdo;Consumer;United States;Modesto;California;95351;West;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;161,568;2;0,2;-28,2744;;Anna Andreadi
8423;CA-2017-128769;9/7/2021;9/12/2021;Standard Class;DM-12955;Dario Medina;Corporate;United States;Nashville;Tennessee;37211;South;OFF-AP-10001271;Office Supplies;Appliances;Eureka The Boss Cordless Rechargeable Stick Vac;81,568;2;0,2;7,1372;;Cassandra Brandow
8424;US-2017-130687;9/7/2021;9/10/2021;First Class;PF-19225;Phillip Flathmann;Consumer;United States;Edmonds;Washington;98026;West;FUR-FU-10004053;Furniture;Furnishings;DAX Two-Tone Silver Metal Document Frame;80,96;4;0;34,8128;;Anna Andreadi
8425;US-2017-130687;9/7/2021;9/10/2021;First Class;PF-19225;Phillip Flathmann;Consumer;United States;Edmonds;Washington;98026;West;TEC-PH-10002033;Technology;Phones;Konftel 250 Conference phone - Charcoal black;455,712;2;0,2;34,1784;;Anna Andreadi
8426;US-2017-130687;9/7/2021;9/10/2021;First Class;PF-19225;Phillip Flathmann;Consumer;United States;Edmonds;Washington;98026;West;OFF-AR-10004260;Office Supplies;Art;Boston 1799 Powerhouse Electric Pencil Sharpener;25,98;1;0;7,2744;;Anna Andreadi
8427;US-2017-169488;9/7/2021;9/9/2021;First Class;AA-10375;Allen Armold;Consumer;United States;Providence;Rhode Island;2908;East;OFF-PA-10002659;Office Supplies;Paper;Avoid Verbal Orders Carbonless Minifold Book;16,9;5;0;7,774;;Chuck Magee
8428;US-2017-169488;9/7/2021;9/9/2021;First Class;AA-10375;Allen Armold;Consumer;United States;Providence;Rhode Island;2908;East;OFF-PA-10000157;Office Supplies;Paper;Xerox 191;39,96;2;0;18,7812;;Chuck Magee
8429;US-2017-124968;9/8/2021;9/13/2021;Second Class;MM-18055;Michelle Moray;Consumer;United States;Chicago;Illinois;60610;Central;FUR-TA-10004289;Furniture;Tables;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;765,625;7;0,5;-566,5625;;Kelly Williams
8430;CA-2017-149895;9/8/2021;9/12/2021;Standard Class;EB-14110;Eugene Barchas;Consumer;United States;Philadelphia;Pennsylvania;19134;East;TEC-PH-10002200;Technology;Phones;Aastra 6757i CT Wireless VoIP phone;258,528;2;0,4;-47,3968;;Chuck Magee
8431;CA-2017-158036;9/8/2021;9/14/2021;Standard Class;DB-13555;Dorothy Badders;Corporate;United States;Dublin;Ohio;43017;East;TEC-AC-10002558;Technology;Accessories;Imation Swivel Flash Drive USB flash drive - 8 GB;9,096;1;0,2;1,7055;;Chuck Magee
8432;CA-2017-152856;9/8/2021;9/10/2021;Second Class;RS-19765;Roland Schwarz;Corporate;United States;Marion;Ohio;43302;East;TEC-AC-10004864;Technology;Accessories;Memorex Micro Travel Drive 32 GB;116,832;4;0,2;33,5892;;Chuck Magee
8433;CA-2017-126396;9/8/2021;9/12/2021;Second Class;AR-10345;Alex Russell;Corporate;United States;Houston;Texas;77070;Central;TEC-AC-10003116;Technology;Accessories;Memorex Froggy Flash Drive 8 GB;85,2;6;0,2;20,235;;Kelly Williams
8434;US-2017-124779;9/8/2021;9/11/2021;First Class;BF-11020;Barry Französisch;Corporate;United States;Arlington;Texas;76017;Central;OFF-BI-10002429;Office Supplies;Binders;Premier Elliptical Ring Binder, Black;42,616;7;0,8;-68,1856;;Kelly Williams
8435;US-2017-124779;9/8/2021;9/11/2021;First Class;BF-11020;Barry Französisch;Corporate;United States;Arlington;Texas;76017;Central;TEC-CO-10001943;Technology;Copiers;Canon PC-428 Personal Copier;319,984;2;0,2;107,9946;;Kelly Williams
8436;US-2017-124779;9/8/2021;9/11/2021;First Class;BF-11020;Barry Französisch;Corporate;United States;Arlington;Texas;76017;Central;OFF-FA-10004854;Office Supplies;Fasteners;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;45,92;5;0,2;15,498;;Kelly Williams
8437;US-2017-124779;9/8/2021;9/11/2021;First Class;BF-11020;Barry Französisch;Corporate;United States;Arlington;Texas;76017;Central;FUR-FU-10001095;Furniture;Furnishings;DAX Black Cherry Wood-Tone Poster Frame;21,184;2;0,6;-11,6512;;Kelly Williams
8438;US-2017-124779;9/8/2021;9/11/2021;First Class;BF-11020;Barry Französisch;Corporate;United States;Arlington;Texas;76017;Central;OFF-PA-10000061;Office Supplies;Paper;Xerox 205;20,736;4;0,2;7,2576;;Kelly Williams
8439;US-2017-124779;9/8/2021;9/11/2021;First Class;BF-11020;Barry Französisch;Corporate;United States;Arlington;Texas;76017;Central;FUR-CH-10003535;Furniture;Chairs;Global Armless Task Chair, Royal Blue;213,43;5;0,3;-39,637;;Kelly Williams
8440;CA-2017-144456;9/8/2021;9/9/2021;First Class;FC-14245;Frank Carlisle;Home Office;United States;Hialeah;Florida;33012;South;OFF-ST-10001321;Office Supplies;Storage;Decoflex Hanging Personal Folder File, Blue;61,68;5;0,2;5,397;;Cassandra Brandow
8441;CA-2017-144456;9/8/2021;9/9/2021;First Class;FC-14245;Frank Carlisle;Home Office;United States;Hialeah;Florida;33012;South;TEC-PH-10001750;Technology;Phones;Samsung Rugby III;158,376;3;0,2;13,8579;;Cassandra Brandow
8442;CA-2017-132437;9/8/2021;9/13/2021;Second Class;EM-14095;Eudokia Martin;Corporate;United States;New York City;New York;10024;East;OFF-ST-10001031;Office Supplies;Storage;Adjustable Personal File Tote;65,12;4;0;16,9312;;Chuck Magee
8443;US-2017-118087;9/9/2021;9/13/2021;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;141,372;2;0,3;-48,4704;Yes;Chuck Magee
8444;US-2017-118087;9/9/2021;9/13/2021;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10002432;Office Supplies;Binders;Wilson Jones Standard D-Ring Binders;3,036;2;0,7;-2,3276;Yes;Chuck Magee
8445;US-2017-118087;9/9/2021;9/13/2021;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10000069;Office Supplies;Binders;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;4,503;1;0,7;-3,6024;Yes;Chuck Magee
8446;US-2017-118087;9/9/2021;9/13/2021;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Philadelphia;Pennsylvania;19134;East;OFF-AR-10003602;Office Supplies;Art;Quartet Omega Colored Chalk, 12/Pack;4,672;1;0,2;1,5768;Yes;Chuck Magee
8447;US-2017-118087;9/9/2021;9/13/2021;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Philadelphia;Pennsylvania;19134;East;TEC-AC-10004469;Technology;Accessories;Microsoft Sculpt Comfort Mouse;95,88;3;0,2;28,764;Yes;Chuck Magee
8448;US-2017-118087;9/9/2021;9/13/2021;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10001867;Furniture;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;17,024;2;0,2;1,7024;Yes;Chuck Magee
8449;US-2017-118087;9/9/2021;9/13/2021;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Philadelphia;Pennsylvania;19134;East;TEC-AC-10003174;Technology;Accessories;Plantronics S12 Corded Telephone Headset System;258,696;3;0,2;64,674;Yes;Chuck Magee
8450;US-2017-118087;9/9/2021;9/13/2021;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Philadelphia;Pennsylvania;19134;East;TEC-PH-10002200;Technology;Phones;Samsung Galaxy Note 2;1931,958;7;0,4;-386,3916;Yes;Chuck Magee
8451;CA-2017-147361;9/9/2021;9/15/2021;Standard Class;SB-20290;Sean Braxton;Corporate;United States;Florence;South Carolina;29501;South;OFF-ST-10001809;Office Supplies;Storage;Fellowes Officeware Wire Shelving;628,81;7;0;12,5762;;Cassandra Brandow
8452;CA-2017-147361;9/9/2021;9/15/2021;Standard Class;SB-20290;Sean Braxton;Corporate;United States;Florence;South Carolina;29501;South;OFF-ST-10002214;Office Supplies;Storage;X-Rack File for Hanging Folders;56,45;5;0;14,677;;Cassandra Brandow
8453;CA-2017-147228;9/9/2021;9/14/2021;Standard Class;SO-20335;Sean O'Donnell;Consumer;United States;Columbia;Tennessee;38401;South;OFF-SU-10001225;Office Supplies;Supplies;Staple remover;8,832;3;0,2;-1,9872;;Cassandra Brandow
8454;CA-2017-147228;9/9/2021;9/14/2021;Standard Class;SO-20335;Sean O'Donnell;Consumer;United States;Columbia;Tennessee;38401;South;OFF-PA-10000357;Office Supplies;Paper;Xerox 1888;177,536;4;0,2;62,1376;;Cassandra Brandow
8455;CA-2017-147228;9/9/2021;9/14/2021;Standard Class;SO-20335;Sean O'Donnell;Consumer;United States;Columbia;Tennessee;38401;South;OFF-ST-10000046;Office Supplies;Storage;Fellowes Super Stor/Drawer Files;258,48;2;0,2;-3,231;;Cassandra Brandow
8456;CA-2017-147228;9/9/2021;9/14/2021;Standard Class;SO-20335;Sean O'Donnell;Consumer;United States;Columbia;Tennessee;38401;South;FUR-FU-10000023;Furniture;Furnishings;Eldon Wave Desk Accessories;14,136;3;0,2;4,2408;;Cassandra Brandow
8457;US-2017-159562;9/9/2021;9/15/2021;Standard Class;JB-16000;Joy Bell-;Consumer;United States;Roseville;Michigan;48066;Central;OFF-EN-10000461;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";17,48;2;0;8,2156;;Kelly Williams
8458;CA-2017-155929;9/9/2021;9/13/2021;Standard Class;AI-10855;Arianne Irving;Consumer;United States;Glendale;Arizona;85301;West;OFF-PA-10000859;Office Supplies;Paper;Unpadded Memo Slips;6,368;2;0,2;2,388;;Anna Andreadi
8459;CA-2017-137498;9/9/2021;9/14/2021;Second Class;LC-17050;Liz Carlisle;Consumer;United States;Los Angeles;California;90004;West;OFF-AR-10003829;Office Supplies;Art;Newell 35;6,56;2;0;1,9024;;Anna Andreadi
8460;CA-2017-137498;9/9/2021;9/14/2021;Second Class;LC-17050;Liz Carlisle;Consumer;United States;Los Angeles;California;90004;West;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;243,92;5;0,2;-15,245;;Anna Andreadi
8461;CA-2017-137498;9/9/2021;9/14/2021;Second Class;LC-17050;Liz Carlisle;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10000143;Office Supplies;Paper;Astroparche Fine Business Paper;47,52;9;0;22,8096;;Anna Andreadi
8462;CA-2017-100825;9/9/2021;9/14/2021;Standard Class;KD-16495;Keith Dawkins;Corporate;United States;Los Angeles;California;90036;West;OFF-ST-10003123;Office Supplies;Storage;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;99,87;3;0;23,9688;;Anna Andreadi
8463;CA-2017-139444;9/9/2021;9/15/2021;Standard Class;GK-14620;Grace Kelly;Corporate;United States;Plano;Texas;75023;Central;OFF-LA-10000134;Office Supplies;Labels;Avery 511;9,856;4;0,2;3,4496;;Kelly Williams
8464;CA-2017-169439;9/9/2021;9/13/2021;Standard Class;LC-17140;Logan Currie;Consumer;United States;Cleveland;Ohio;44105;East;OFF-AR-10001374;Office Supplies;Art;BIC Brite Liner Highlighters, Chisel Tip;25,92;5;0,2;3,888;;Chuck Magee
8465;CA-2017-169439;9/9/2021;9/13/2021;Standard Class;LC-17140;Logan Currie;Consumer;United States;Cleveland;Ohio;44105;East;FUR-FU-10000723;Furniture;Furnishings;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;66,112;2;0,2;-9,0904;;Chuck Magee
8466;US-2017-146213;9/9/2021;9/14/2021;Standard Class;MC-17605;Matt Connell;Corporate;United States;Los Angeles;California;90032;West;TEC-AC-10001114;Technology;Accessories;Microsoft Wireless Mobile Mouse 4000;159,96;4;0;51,1872;;Anna Andreadi
8467;CA-2017-168403;9/9/2021;9/15/2021;Standard Class;DK-12835;Damala Kotsonis;Corporate;United States;Portland;Oregon;97206;West;OFF-PA-10002036;Office Supplies;Paper;Xerox 1930;31,104;6;0,2;11,2752;;Anna Andreadi
8468;CA-2017-168403;9/9/2021;9/15/2021;Standard Class;DK-12835;Damala Kotsonis;Corporate;United States;Portland;Oregon;97206;West;OFF-AP-10003278;Office Supplies;Appliances;Belkin 7-Outlet SurgeMaster Home Series;11,176;1;0,2;0,8382;;Anna Andreadi
8469;CA-2017-152198;9/9/2021;9/10/2021;First Class;JD-16015;Joy Daniels;Consumer;United States;Toledo;Ohio;43615;East;OFF-LA-10000443;Office Supplies;Labels;Avery 501;17,712;6;0,2;5,9778;;Chuck Magee
8470;CA-2017-152198;9/9/2021;9/10/2021;First Class;JD-16015;Joy Daniels;Consumer;United States;Toledo;Ohio;43615;East;OFF-BI-10003669;Office Supplies;Binders;3M Organizer Strips;4,86;3;0,7;-3,564;;Chuck Magee
8471;CA-2017-152198;9/9/2021;9/10/2021;First Class;JD-16015;Joy Daniels;Consumer;United States;Toledo;Ohio;43615;East;OFF-BI-10001628;Office Supplies;Binders;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";6,258;2;0,7;-5,215;;Chuck Magee
8472;CA-2017-120999;9/10/2021;9/15/2021;Standard Class;LC-16930;Linda Cazamias;Corporate;United States;Naperville;Illinois;60540;Central;TEC-PH-10004093;Technology;Phones;Panasonic Kx-TS550;147,168;4;0,2;16,5564;;Kelly Williams
8473;CA-2017-128370;9/10/2021;9/10/2021;Same Day;FH-14275;Frank Hawley;Corporate;United States;Los Angeles;California;90004;West;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;362,352;3;0,2;27,1764;;Anna Andreadi
8474;CA-2017-128370;9/10/2021;9/10/2021;Same Day;FH-14275;Frank Hawley;Corporate;United States;Los Angeles;California;90004;West;OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;7,184;2;0,2;2,245;;Anna Andreadi
8475;CA-2017-110905;9/10/2021;9/15/2021;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;65807;Central;OFF-BI-10003669;Office Supplies;Binders;3M Organizer Strips;16,2;3;0;7,776;;Kelly Williams
8476;CA-2017-110905;9/10/2021;9/15/2021;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;65807;Central;OFF-AP-10004785;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;33,99;3;0;14,6157;;Kelly Williams
8477;CA-2017-110905;9/10/2021;9/15/2021;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;65807;Central;TEC-AC-10003023;Technology;Accessories;Logitech G105 Gaming Keyboard;296,85;5;0;53,433;;Kelly Williams
8478;CA-2017-110905;9/10/2021;9/15/2021;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;65807;Central;TEC-AC-10002217;Technology;Accessories;Imation Clip USB flash drive - 8 GB;112,8;6;0;6,768;;Kelly Williams
8479;CA-2017-110905;9/10/2021;9/15/2021;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;65807;Central;OFF-BI-10002954;Office Supplies;Binders;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;13,71;3;0;6,5808;;Kelly Williams
8480;CA-2017-110905;9/10/2021;9/15/2021;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;65807;Central;OFF-PA-10002586;Office Supplies;Paper;Xerox 1970;24,9;5;0;11,703;;Kelly Williams
8481;CA-2017-110905;9/10/2021;9/15/2021;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;65807;Central;OFF-ST-10000025;Office Supplies;Storage;Fellowes Stor/Drawer Steel Plus Storage Drawers;286,29;3;0;17,1774;;Kelly Williams
8482;CA-2017-110905;9/10/2021;9/15/2021;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Springfield;Missouri;65807;Central;OFF-AP-10003281;Office Supplies;Appliances;Acco 6 Outlet Guardian Standard Surge Suppressor;24,18;2;0;7,254;;Kelly Williams
8483;CA-2017-152093;9/10/2021;9/15/2021;Standard Class;SN-20560;Skye Norling;Home Office;United States;Chicago;Illinois;60653;Central;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;762,594;3;0,8;-1143,891;;Kelly Williams
8484;CA-2017-122280;9/10/2021;9/10/2021;Same Day;SH-20395;Shahid Hopkins;Consumer;United States;New York City;New York;10024;East;OFF-PA-10004911;Office Supplies;Paper;Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk;18,76;2;0;9,0048;;Chuck Magee
8485;CA-2017-126438;9/10/2021;9/13/2021;First Class;AR-10345;Alex Russell;Corporate;United States;Lawrence;Massachusetts;1841;East;OFF-AR-10003338;Office Supplies;Art;"Eberhard Faber 3 1/2"" Golf Pencils";14,88;2;0;3,72;;Chuck Magee
8486;CA-2017-147403;9/10/2021;9/13/2021;First Class;KH-16630;Ken Heidel;Corporate;United States;Akron;Ohio;44312;East;OFF-PA-10003302;Office Supplies;Paper;Xerox 1906;85,056;3;0,2;28,7064;;Chuck Magee
8487;CA-2017-159954;9/10/2021;9/14/2021;Standard Class;SS-20410;Shahid Shariari;Consumer;United States;Atlanta;Georgia;30318;South;OFF-BI-10004876;Office Supplies;Binders;Wilson Jones Suede Grain Vinyl Binders;2,78;1;0;1,3622;Yes;Cassandra Brandow
8488;CA-2017-123036;9/10/2021;9/17/2021;Standard Class;HA-14905;Helen Abelman;Consumer;United States;Springfield;Ohio;45503;East;TEC-AC-10003499;Technology;Accessories;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;37,056;4;0,2;8,8008;;Chuck Magee
8489;CA-2017-123036;9/10/2021;9/17/2021;Standard Class;HA-14905;Helen Abelman;Consumer;United States;Springfield;Ohio;45503;East;TEC-PH-10003580;Technology;Phones;Cisco IP Phone 7961G-GE VoIP phone;259,896;2;0,4;-56,3108;;Chuck Magee
8490;CA-2017-112774;9/11/2021;9/12/2021;First Class;RC-19960;Ryan Crowe;Consumer;United States;Jacksonville;Florida;32216;South;FUR-FU-10003039;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";34,504;1;0,2;6,0382;;Cassandra Brandow
8491;CA-2017-124898;9/11/2021;9/15/2021;Standard Class;DB-12910;Daniel Byrd;Home Office;United States;Columbus;Georgia;31907;South;OFF-PA-10003656;Office Supplies;Paper;Xerox 1935;184,66;7;0;84,9436;;Cassandra Brandow
8492;CA-2017-149559;9/11/2021;9/12/2021;Same Day;KF-16285;Karen Ferguson;Home Office;United States;Long Beach;California;90805;West;OFF-PA-10003172;Office Supplies;Paper;Xerox 1996;12,96;2;0;6,2208;;Anna Andreadi
8493;CA-2017-149559;9/11/2021;9/12/2021;Same Day;KF-16285;Karen Ferguson;Home Office;United States;Long Beach;California;90805;West;OFF-EN-10002312;Office Supplies;Envelopes;#10 Self-Seal White Envelopes;22,18;2;0;10,8682;;Anna Andreadi
8494;CA-2017-149559;9/11/2021;9/12/2021;Same Day;KF-16285;Karen Ferguson;Home Office;United States;Long Beach;California;90805;West;FUR-CH-10002320;Furniture;Chairs;Hon Pagoda Stacking Chairs;2054,272;8;0,2;256,784;;Anna Andreadi
8495;CA-2017-117044;9/11/2021;9/13/2021;Second Class;HA-14920;Helen Andreada;Consumer;United States;Chicago;Illinois;60623;Central;OFF-FA-10000936;Office Supplies;Fasteners;Acco Hot Clips Clips to Go;10,528;4;0,2;3,29;;Kelly Williams
8496;CA-2017-117044;9/11/2021;9/13/2021;Second Class;HA-14920;Helen Andreada;Consumer;United States;Chicago;Illinois;60623;Central;OFF-PA-10003657;Office Supplies;Paper;Xerox 1927;20,544;6;0,2;6,42;;Kelly Williams
8497;CA-2017-144484;9/11/2021;9/11/2021;Same Day;CB-12025;Cassandra Brandow;Consumer;United States;San Francisco;California;94110;West;FUR-FU-10000260;Furniture;Furnishings;"6"" Cubicle Wall Clock, Black";32,36;4;0;11,6496;;Anna Andreadi
8498;CA-2017-144484;9/11/2021;9/11/2021;Same Day;CB-12025;Cassandra Brandow;Consumer;United States;San Francisco;California;94110;West;OFF-AP-10004487;Office Supplies;Appliances;Kensington 4 Outlet MasterPiece Compact Power Control Center;406,6;5;0;113,848;;Anna Andreadi
8499;US-2017-142188;9/11/2021;9/11/2021;Same Day;JF-15415;Jennifer Ferguson;Consumer;United States;Seattle;Washington;98105;West;FUR-CH-10003199;Furniture;Chairs;Office Star - Contemporary Task Swivel Chair;177,568;2;0,2;8,8784;;Anna Andreadi
8500;US-2017-142188;9/11/2021;9/11/2021;Same Day;JF-15415;Jennifer Ferguson;Consumer;United States;Seattle;Washington;98105;West;OFF-PA-10002005;Office Supplies;Paper;Xerox 225;19,44;3;0;9,3312;;Anna Andreadi
8501;US-2017-142188;9/11/2021;9/11/2021;Same Day;JF-15415;Jennifer Ferguson;Consumer;United States;Seattle;Washington;98105;West;OFF-PA-10004101;Office Supplies;Paper;Xerox 1894;71,28;11;0;34,2144;;Anna Andreadi
8502;US-2017-142188;9/11/2021;9/11/2021;Same Day;JF-15415;Jennifer Ferguson;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10004600;Office Supplies;Binders;Ibico Ibimaster 300 Manual Binding System;1471,96;5;0,2;459,9875;;Anna Andreadi
8503;US-2017-142188;9/11/2021;9/11/2021;Same Day;JF-15415;Jennifer Ferguson;Consumer;United States;Seattle;Washington;98105;West;TEC-PH-10000127;Technology;Phones;iOttie XL Car Mount;79,96;5;0,2;-17,991;;Anna Andreadi
8504;US-2017-160836;9/11/2021;9/16/2021;Standard Class;CC-12475;Cindy Chapman;Consumer;United States;Houston;Texas;77070;Central;OFF-PA-10004239;Office Supplies;Paper;Xerox 1953;10,272;3;0,2;3,21;;Kelly Williams
8505;US-2017-160836;9/11/2021;9/16/2021;Standard Class;CC-12475;Cindy Chapman;Consumer;United States;Houston;Texas;77070;Central;FUR-TA-10002855;Furniture;Tables;Bevis Round Conference Table Top & Single Column Base;512,19;5;0,3;-65,853;;Kelly Williams
